date from;date to;Euro per Mwh;Euro per Kwh;Euro per kWh incl. Taxes
27.07.2023 06:00;27.07.2023 07:00;96.9;0.0969;0.115311
27.07.2023 07:00;27.07.2023 08:00;103.58;0.10358;0.1232602
27.07.2023 08:00;27.07.2023 09:00;104.3;0.1043;0.124117
27.07.2023 09:00;27.07.2023 10:00;99.12;0.09912;0.1179528
27.07.2023 10:00;27.07.2023 11:00;96.8;0.0968;0.115192
27.07.2023 11:00;27.07.2023 12:00;90.9;0.0909;0.108171
27.07.2023 12:00;27.07.2023 13:00;86.45;0.08645;0.1028755
27.07.2023 13:00;27.07.2023 14:00;80.01;0.08001;0.0952119
27.07.2023 14:00;27.07.2023 15:00;78.33;0.07833;0.0932127
27.07.2023 15:00;27.07.2023 16:00;81.35;0.08135;0.0968065
27.07.2023 16:00;27.07.2023 17:00;93.89;0.09389;0.1117291
27.07.2023 17:00;27.07.2023 18:00;107.26;0.10726;0.1276394
27.07.2023 18:00;27.07.2023 19:00;114.91;0.11491;0.1367429
27.07.2023 19:00;27.07.2023 20:00;116.95;0.11695;0.1391705
27.07.2023 20:00;27.07.2023 21:00;109.97;0.10997;0.1308643
27.07.2023 21:00;27.07.2023 22:00;108.12;0.10812;0.1286628
27.07.2023 22:00;27.07.2023 23:00;105.56;0.10556;0.1256164
27.07.2023 23:00;28.07.2023 00:00;98.88;0.09888;0.1176672
28.07.2023 00:00;28.07.2023 01:00;88.63;0.08863;0.1054697
28.07.2023 01:00;28.07.2023 02:00;79.59;0.07959;0.0947121
28.07.2023 02:00;28.07.2023 03:00;78.13;0.07813;0.0929747
28.07.2023 03:00;28.07.2023 04:00;79.2;0.0792;0.094248
28.07.2023 04:00;28.07.2023 05:00;80.02;0.08002;0.0952238
28.07.2023 05:00;28.07.2023 06:00;89.53;0.08953;0.1065407
28.07.2023 06:00;28.07.2023 07:00;100.09;0.10009;0.1191071
28.07.2023 07:00;28.07.2023 08:00;111.12;0.11112;0.1322328
28.07.2023 08:00;28.07.2023 09:00;112.99;0.11299;0.1344581
28.07.2023 09:00;28.07.2023 10:00;107.87;0.10787;0.1283653
28.07.2023 10:00;28.07.2023 11:00;99.54;0.09954;0.1184526
28.07.2023 11:00;28.07.2023 12:00;93;0.093;0.11067
28.07.2023 12:00;28.07.2023 13:00;85.9;0.0859;0.102221
28.07.2023 13:00;28.07.2023 14:00;80;0.08;0.0952
28.07.2023 14:00;28.07.2023 15:00;75.65;0.07565;0.0900235
28.07.2023 15:00;28.07.2023 16:00;76.1;0.0761;0.090559
28.07.2023 16:00;28.07.2023 17:00;80;0.08;0.0952
28.07.2023 17:00;28.07.2023 18:00;94.27;0.09427;0.1121813
28.07.2023 18:00;28.07.2023 19:00;103.59;0.10359;0.1232721
28.07.2023 19:00;28.07.2023 20:00;122.44;0.12244;0.1457036
28.07.2023 20:00;28.07.2023 21:00;130;0.13;0.1547
28.07.2023 21:00;28.07.2023 22:00;121.78;0.12178;0.1449182
28.07.2023 22:00;28.07.2023 23:00;111.09;0.11109;0.1321971
28.07.2023 23:00;29.07.2023 00:00;101.53;0.10153;0.1208207
29.07.2023 00:00;29.07.2023 01:00;103.09;0.10309;0.1226771
29.07.2023 01:00;29.07.2023 02:00;94.48;0.09448;0.1124312
29.07.2023 02:00;29.07.2023 03:00;91.17;0.09117;0.1084923
29.07.2023 03:00;29.07.2023 04:00;85.66;0.08566;0.1019354
29.07.2023 04:00;29.07.2023 05:00;88.97;0.08897;0.1058743
29.07.2023 05:00;29.07.2023 06:00;87.03;0.08703;0.1035657
29.07.2023 06:00;29.07.2023 07:00;85.7;0.0857;0.101983
29.07.2023 07:00;29.07.2023 08:00;87.91;0.08791;0.1046129
29.07.2023 08:00;29.07.2023 09:00;85.79;0.08579;0.1020901
29.07.2023 09:00;29.07.2023 10:00;81.71;0.08171;0.0972349
29.07.2023 10:00;29.07.2023 11:00;75.5;0.0755;0.089845
29.07.2023 11:00;29.07.2023 12:00;63.75;0.06375;0.0758625
29.07.2023 12:00;29.07.2023 13:00;58.66;0.05866;0.0698054
29.07.2023 13:00;29.07.2023 14:00;40.48;0.04048;0.0481712
29.07.2023 14:00;29.07.2023 15:00;18.2;0.0182;0.021658
29.07.2023 15:00;29.07.2023 16:00;19.67;0.01967;0.0234073
29.07.2023 16:00;29.07.2023 17:00;49.18;0.04918;0.0585242
29.07.2023 17:00;29.07.2023 18:00;58.66;0.05866;0.0698054
29.07.2023 18:00;29.07.2023 19:00;79.54;0.07954;0.0946526
29.07.2023 19:00;29.07.2023 20:00;92.28;0.09228;0.1098132
29.07.2023 20:00;29.07.2023 21:00;99.93;0.09993;0.1189167
29.07.2023 21:00;29.07.2023 22:00;100.74;0.10074;0.1198806
29.07.2023 22:00;29.07.2023 23:00;99.93;0.09993;0.1189167
29.07.2023 23:00;30.07.2023 00:00;92.18;0.09218;0.1096942
30.07.2023 00:00;30.07.2023 01:00;84.5;0.0845;0.100555
30.07.2023 01:00;30.07.2023 02:00;74.9;0.0749;0.089131
30.07.2023 02:00;30.07.2023 03:00;67.81;0.06781;0.0806939
30.07.2023 03:00;30.07.2023 04:00;57.79;0.05779;0.0687701
30.07.2023 04:00;30.07.2023 05:00;51.6;0.0516;0.061404
30.07.2023 05:00;30.07.2023 06:00;51.7;0.0517;0.061523
30.07.2023 06:00;30.07.2023 07:00;47.34;0.04734;0.0563346
30.07.2023 07:00;30.07.2023 08:00;37;0.037;0.04403
30.07.2023 08:00;30.07.2023 09:00;29.82;0.02982;0.0354858
30.07.2023 09:00;30.07.2023 10:00;8.48;0.00848;0.0100912
30.07.2023 10:00;30.07.2023 11:00;-0.01;-0.00001;-0.0000119
30.07.2023 11:00;30.07.2023 12:00;-0.26;-0.00026;-0.0003094
30.07.2023 12:00;30.07.2023 13:00;-16.69;-0.01669;-0.0198611
30.07.2023 13:00;30.07.2023 14:00;-44.93;-0.04493;-0.0534667
30.07.2023 14:00;30.07.2023 15:00;-46.61;-0.04661;-0.0554659
30.07.2023 15:00;30.07.2023 16:00;-40.02;-0.04002;-0.0476238
30.07.2023 16:00;30.07.2023 17:00;-19.94;-0.01994;-0.0237286
30.07.2023 17:00;30.07.2023 18:00;-1;-0.001;-0.00119
30.07.2023 18:00;30.07.2023 19:00;16.22;0.01622;0.0193018
30.07.2023 19:00;30.07.2023 20:00;74.37;0.07437;0.0885003
30.07.2023 20:00;30.07.2023 21:00;84.47;0.08447;0.1005193
30.07.2023 21:00;30.07.2023 22:00;88.46;0.08846;0.1052674
30.07.2023 22:00;30.07.2023 23:00;87.06;0.08706;0.1036014
30.07.2023 23:00;31.07.2023 00:00;70.05;0.07005;0.0833595
31.07.2023 00:00;31.07.2023 01:00;61.03;0.06103;0.0726257
31.07.2023 01:00;31.07.2023 02:00;50.51;0.05051;0.0601069
31.07.2023 02:00;31.07.2023 03:00;44.09;0.04409;0.0524671
31.07.2023 03:00;31.07.2023 04:00;30.3;0.0303;0.036057
31.07.2023 04:00;31.07.2023 05:00;28.91;0.02891;0.0344029
31.07.2023 05:00;31.07.2023 06:00;50.31;0.05031;0.0598689
31.07.2023 06:00;31.07.2023 07:00;78.18;0.07818;0.0930342
31.07.2023 07:00;31.07.2023 08:00;86.58;0.08658;0.1030302
31.07.2023 08:00;31.07.2023 09:00;88.16;0.08816;0.1049104
31.07.2023 09:00;31.07.2023 10:00;86;0.086;0.10234
31.07.2023 10:00;31.07.2023 11:00;74.16;0.07416;0.0882504
31.07.2023 11:00;31.07.2023 12:00;67.49;0.06749;0.0803131
31.07.2023 12:00;31.07.2023 13:00;65.18;0.06518;0.0775642
31.07.2023 13:00;31.07.2023 14:00;59.65;0.05965;0.0709835
31.07.2023 14:00;31.07.2023 15:00;59.14;0.05914;0.0703766
31.07.2023 15:00;31.07.2023 16:00;59.94;0.05994;0.0713286
31.07.2023 16:00;31.07.2023 17:00;67.66;0.06766;0.0805154
31.07.2023 17:00;31.07.2023 18:00;75.97;0.07597;0.0904043
31.07.2023 18:00;31.07.2023 19:00;89.68;0.08968;0.1067192
31.07.2023 19:00;31.07.2023 20:00;98.21;0.09821;0.1168699
31.07.2023 20:00;31.07.2023 21:00;99.97;0.09997;0.1189643
31.07.2023 21:00;31.07.2023 22:00;99.25;0.09925;0.1181075
31.07.2023 22:00;31.07.2023 23:00;95.26;0.09526;0.1133594
31.07.2023 23:00;01.08.2023 00:00;87.63;0.08763;0.1042797
01.08.2023 00:00;01.08.2023 01:00;68.01;0.06801;0.0809319
01.08.2023 01:00;01.08.2023 02:00;58.86;0.05886;0.0700434
01.08.2023 02:00;01.08.2023 03:00;57.86;0.05786;0.0688534
01.08.2023 03:00;01.08.2023 04:00;56.94;0.05694;0.0677586
01.08.2023 04:00;01.08.2023 05:00;57.9;0.0579;0.068901
01.08.2023 05:00;01.08.2023 06:00;63.4;0.0634;0.075446
01.08.2023 06:00;01.08.2023 07:00;91.8;0.0918;0.109242
01.08.2023 07:00;01.08.2023 08:00;94.44;0.09444;0.1123836
01.08.2023 08:00;01.08.2023 09:00;99;0.099;0.11781
01.08.2023 09:00;01.08.2023 10:00;92.19;0.09219;0.1097061
01.08.2023 10:00;01.08.2023 11:00;92.72;0.09272;0.1103368
01.08.2023 11:00;01.08.2023 12:00;87.27;0.08727;0.1038513
01.08.2023 12:00;01.08.2023 13:00;79.22;0.07922;0.0942718
01.08.2023 13:00;01.08.2023 14:00;69.92;0.06992;0.0832048
01.08.2023 14:00;01.08.2023 15:00;60.12;0.06012;0.0715428
01.08.2023 15:00;01.08.2023 16:00;57.27;0.05727;0.0681513
01.08.2023 16:00;01.08.2023 17:00;56.96;0.05696;0.0677824
01.08.2023 17:00;01.08.2023 18:00;68.5;0.0685;0.081515
01.08.2023 18:00;01.08.2023 19:00;81.74;0.08174;0.0972706
01.08.2023 19:00;01.08.2023 20:00;96.05;0.09605;0.1142995
01.08.2023 20:00;01.08.2023 21:00;108.83;0.10883;0.1295077
01.08.2023 21:00;01.08.2023 22:00;111.94;0.11194;0.1332086
01.08.2023 22:00;01.08.2023 23:00;102.55;0.10255;0.1220345
01.08.2023 23:00;02.08.2023 00:00;92.78;0.09278;0.1104082
02.08.2023 00:00;02.08.2023 01:00;89.38;0.08938;0.1063622
02.08.2023 01:00;02.08.2023 02:00;77.54;0.07754;0.0922726
02.08.2023 02:00;02.08.2023 03:00;69.62;0.06962;0.0828478
02.08.2023 03:00;02.08.2023 04:00;67.07;0.06707;0.0798133
02.08.2023 04:00;02.08.2023 05:00;70.23;0.07023;0.0835737
02.08.2023 05:00;02.08.2023 06:00;87.16;0.08716;0.1037204
02.08.2023 06:00;02.08.2023 07:00;103.61;0.10361;0.1232959
02.08.2023 07:00;02.08.2023 08:00;111.96;0.11196;0.1332324
02.08.2023 08:00;02.08.2023 09:00;98.37;0.09837;0.1170603
02.08.2023 09:00;02.08.2023 10:00;89.38;0.08938;0.1063622
02.08.2023 10:00;02.08.2023 11:00;79.07;0.07907;0.0940933
02.08.2023 11:00;02.08.2023 12:00;64.5;0.0645;0.076755
02.08.2023 12:00;02.08.2023 13:00;52.02;0.05202;0.0619038
02.08.2023 13:00;02.08.2023 14:00;33.08;0.03308;0.0393652
02.08.2023 14:00;02.08.2023 15:00;24.88;0.02488;0.0296072
02.08.2023 15:00;02.08.2023 16:00;21.24;0.02124;0.0252756
02.08.2023 16:00;02.08.2023 17:00;29.15;0.02915;0.0346885
02.08.2023 17:00;02.08.2023 18:00;52.56;0.05256;0.0625464
02.08.2023 18:00;02.08.2023 19:00;69.26;0.06926;0.0824194
02.08.2023 19:00;02.08.2023 20:00;83.92;0.08392;0.0998648
02.08.2023 20:00;02.08.2023 21:00;81.87;0.08187;0.0974253
02.08.2023 21:00;02.08.2023 22:00;78.77;0.07877;0.0937363
02.08.2023 22:00;02.08.2023 23:00;65.7;0.0657;0.078183
02.08.2023 23:00;03.08.2023 00:00;38.57;0.03857;0.0458983
03.08.2023 00:00;03.08.2023 01:00;19.97;0.01997;0.0237643
03.08.2023 01:00;03.08.2023 02:00;9.51;0.00951;0.0113169
03.08.2023 02:00;03.08.2023 03:00;3.44;0.00344;0.0040936
03.08.2023 03:00;03.08.2023 04:00;5.61;0.00561;0.0066759
03.08.2023 04:00;03.08.2023 05:00;7.2;0.0072;0.008568
03.08.2023 05:00;03.08.2023 06:00;24.8;0.0248;0.029512
03.08.2023 06:00;03.08.2023 07:00;47.38;0.04738;0.0563822
03.08.2023 07:00;03.08.2023 08:00;63;0.063;0.07497
03.08.2023 08:00;03.08.2023 09:00;70;0.07;0.0833
03.08.2023 09:00;03.08.2023 10:00;58.9;0.0589;0.070091
03.08.2023 10:00;03.08.2023 11:00;45.45;0.04545;0.0540855
03.08.2023 11:00;03.08.2023 12:00;34.52;0.03452;0.0410788
03.08.2023 12:00;03.08.2023 13:00;27.01;0.02701;0.0321419
03.08.2023 13:00;03.08.2023 14:00;21.25;0.02125;0.0252875
03.08.2023 14:00;03.08.2023 15:00;17.43;0.01743;0.0207417
03.08.2023 15:00;03.08.2023 16:00;17.7;0.0177;0.021063
03.08.2023 16:00;03.08.2023 17:00;21.94;0.02194;0.0261086
03.08.2023 17:00;03.08.2023 18:00;45.01;0.04501;0.0535619
03.08.2023 18:00;03.08.2023 19:00;79.78;0.07978;0.0949382
03.08.2023 19:00;03.08.2023 20:00;95.26;0.09526;0.1133594
03.08.2023 20:00;03.08.2023 21:00;96.6;0.0966;0.114954
03.08.2023 21:00;03.08.2023 22:00;96.81;0.09681;0.1152039
03.08.2023 22:00;03.08.2023 23:00;94.38;0.09438;0.1123122
03.08.2023 23:00;04.08.2023 00:00;87;0.087;0.10353
04.08.2023 00:00;04.08.2023 01:00;90.14;0.09014;0.1072666
04.08.2023 01:00;04.08.2023 02:00;83.85;0.08385;0.0997815
04.08.2023 02:00;04.08.2023 03:00;80.92;0.08092;0.0962948
04.08.2023 03:00;04.08.2023 04:00;79.25;0.07925;0.0943075
04.08.2023 04:00;04.08.2023 05:00;82.77;0.08277;0.0984963
04.08.2023 05:00;04.08.2023 06:00;88.18;0.08818;0.1049342
04.08.2023 06:00;04.08.2023 07:00;108.68;0.10868;0.1293292
04.08.2023 07:00;04.08.2023 08:00;123.76;0.12376;0.1472744
04.08.2023 08:00;04.08.2023 09:00;120.67;0.12067;0.1435973
04.08.2023 09:00;04.08.2023 10:00;105.07;0.10507;0.1250333
04.08.2023 10:00;04.08.2023 11:00;95.16;0.09516;0.1132404
04.08.2023 11:00;04.08.2023 12:00;90.68;0.09068;0.1079092
04.08.2023 12:00;04.08.2023 13:00;86.92;0.08692;0.1034348
04.08.2023 13:00;04.08.2023 14:00;80.81;0.08081;0.0961639
04.08.2023 14:00;04.08.2023 15:00;77.84;0.07784;0.0926296
04.08.2023 15:00;04.08.2023 16:00;77.08;0.07708;0.0917252
04.08.2023 16:00;04.08.2023 17:00;82.89;0.08289;0.0986391
04.08.2023 17:00;04.08.2023 18:00;95.04;0.09504;0.1130976
04.08.2023 18:00;04.08.2023 19:00;103.46;0.10346;0.1231174
04.08.2023 19:00;04.08.2023 20:00;134.86;0.13486;0.1604834
04.08.2023 20:00;04.08.2023 21:00;139.8;0.1398;0.166362
04.08.2023 21:00;04.08.2023 22:00;128.95;0.12895;0.1534505
04.08.2023 22:00;04.08.2023 23:00;111;0.111;0.13209
04.08.2023 23:00;05.08.2023 00:00;98.49;0.09849;0.1172031
05.08.2023 00:00;05.08.2023 01:00;101.55;0.10155;0.1208445
05.08.2023 01:00;05.08.2023 02:00;94.9;0.0949;0.112931
05.08.2023 02:00;05.08.2023 03:00;92.58;0.09258;0.1101702
05.08.2023 03:00;05.08.2023 04:00;90.3;0.0903;0.107457
05.08.2023 04:00;05.08.2023 05:00;90.24;0.09024;0.1073856
05.08.2023 05:00;05.08.2023 06:00;90.54;0.09054;0.1077426
05.08.2023 06:00;05.08.2023 07:00;94.7;0.0947;0.112693
05.08.2023 07:00;05.08.2023 08:00;93.03;0.09303;0.1107057
05.08.2023 08:00;05.08.2023 09:00;93.19;0.09319;0.1108961
05.08.2023 09:00;05.08.2023 10:00;89;0.089;0.10591
05.08.2023 10:00;05.08.2023 11:00;80.1;0.0801;0.095319
05.08.2023 11:00;05.08.2023 12:00;75.18;0.07518;0.0894642
05.08.2023 12:00;05.08.2023 13:00;65.01;0.06501;0.0773619
05.08.2023 13:00;05.08.2023 14:00;58.91;0.05891;0.0701029
05.08.2023 14:00;05.08.2023 15:00;58.04;0.05804;0.0690676
05.08.2023 15:00;05.08.2023 16:00;65.85;0.06585;0.0783615
05.08.2023 16:00;05.08.2023 17:00;79.73;0.07973;0.0948787
05.08.2023 17:00;05.08.2023 18:00;99.16;0.09916;0.1180004
05.08.2023 18:00;05.08.2023 19:00;107.62;0.10762;0.1280678
05.08.2023 19:00;05.08.2023 20:00;123.1;0.1231;0.146489
05.08.2023 20:00;05.08.2023 21:00;128.99;0.12899;0.1534981
05.08.2023 21:00;05.08.2023 22:00;109.23;0.10923;0.1299837
05.08.2023 22:00;05.08.2023 23:00;99.08;0.09908;0.1179052
05.08.2023 23:00;06.08.2023 00:00;87.34;0.08734;0.1039346
06.08.2023 00:00;06.08.2023 01:00;89.1;0.0891;0.106029
06.08.2023 01:00;06.08.2023 02:00;88.09;0.08809;0.1048271
06.08.2023 02:00;06.08.2023 03:00;79.07;0.07907;0.0940933
06.08.2023 03:00;06.08.2023 04:00;79.08;0.07908;0.0941052
06.08.2023 04:00;06.08.2023 05:00;75.06;0.07506;0.0893214
06.08.2023 05:00;06.08.2023 06:00;84;0.084;0.09996
06.08.2023 06:00;06.08.2023 07:00;75.1;0.0751;0.089369
06.08.2023 07:00;06.08.2023 08:00;68.61;0.06861;0.0816459
06.08.2023 08:00;06.08.2023 09:00;67.46;0.06746;0.0802774
06.08.2023 09:00;06.08.2023 10:00;61.11;0.06111;0.0727209
06.08.2023 10:00;06.08.2023 11:00;49.09;0.04909;0.0584171
06.08.2023 11:00;06.08.2023 12:00;43.85;0.04385;0.0521815
06.08.2023 12:00;06.08.2023 13:00;33.92;0.03392;0.0403648
06.08.2023 13:00;06.08.2023 14:00;12.07;0.01207;0.0143633
06.08.2023 14:00;06.08.2023 15:00;11.96;0.01196;0.0142324
06.08.2023 15:00;06.08.2023 16:00;9.09;0.00909;0.0108171
06.08.2023 16:00;06.08.2023 17:00;12.1;0.0121;0.014399
06.08.2023 17:00;06.08.2023 18:00;35.17;0.03517;0.0418523
06.08.2023 18:00;06.08.2023 19:00;62.03;0.06203;0.0738157
06.08.2023 19:00;06.08.2023 20:00;72.61;0.07261;0.0864059
06.08.2023 20:00;06.08.2023 21:00;76.85;0.07685;0.0914515
06.08.2023 21:00;06.08.2023 22:00;77.15;0.07715;0.0918085
06.08.2023 22:00;06.08.2023 23:00;71.86;0.07186;0.0855134
06.08.2023 23:00;07.08.2023 00:00;55.4;0.0554;0.065926
07.08.2023 00:00;07.08.2023 01:00;54.4;0.0544;0.064736
07.08.2023 01:00;07.08.2023 02:00;47.57;0.04757;0.0566083
07.08.2023 02:00;07.08.2023 03:00;30.83;0.03083;0.0366877
07.08.2023 03:00;07.08.2023 04:00;7.01;0.00701;0.0083419
07.08.2023 04:00;07.08.2023 05:00;3.55;0.00355;0.0042245
07.08.2023 05:00;07.08.2023 06:00;0.03;0.00003;0.0000357
07.08.2023 06:00;07.08.2023 07:00;66.32;0.06632;0.0789208
07.08.2023 07:00;07.08.2023 08:00;73.38;0.07338;0.0873222
07.08.2023 08:00;07.08.2023 09:00;65.14;0.06514;0.0775166
07.08.2023 09:00;07.08.2023 10:00;44.94;0.04494;0.0534786
07.08.2023 10:00;07.08.2023 11:00;4.37;0.00437;0.0052003
07.08.2023 11:00;07.08.2023 12:00;1;0.001;0.00119
07.08.2023 12:00;07.08.2023 13:00;-0.01;-0.00001;-0.0000119
07.08.2023 13:00;07.08.2023 14:00;-0.81;-0.00081;-0.0009639
07.08.2023 14:00;07.08.2023 15:00;-4.31;-0.00431;-0.0051289
07.08.2023 15:00;07.08.2023 16:00;-9.99;-0.00999;-0.0118881
07.08.2023 16:00;07.08.2023 17:00;-4.32;-0.00432;-0.0051408
07.08.2023 17:00;07.08.2023 18:00;-0.04;-0.00004;-0.0000476
07.08.2023 18:00;07.08.2023 19:00;0.16;0.00016;0.0001904
07.08.2023 19:00;07.08.2023 20:00;13.69;0.01369;0.0162911
07.08.2023 20:00;07.08.2023 21:00;30.71;0.03071;0.0365449
07.08.2023 21:00;07.08.2023 22:00;41.83;0.04183;0.0497777
07.08.2023 22:00;07.08.2023 23:00;1.07;0.00107;0.0012733
07.08.2023 23:00;08.08.2023 00:00;-0.07;-0.00007;-0.0000833
08.08.2023 00:00;08.08.2023 01:00;-4.28;-0.00428;-0.0050932
08.08.2023 01:00;08.08.2023 02:00;-6.03;-0.00603;-0.0071757
08.08.2023 02:00;08.08.2023 03:00;-6.2;-0.0062;-0.007378
08.08.2023 03:00;08.08.2023 04:00;-5.92;-0.00592;-0.0070448
08.08.2023 04:00;08.08.2023 05:00;-3.74;-0.00374;-0.0044506
08.08.2023 05:00;08.08.2023 06:00;-2.09;-0.00209;-0.0024871
08.08.2023 06:00;08.08.2023 07:00;0.09;0.00009;0.0001071
08.08.2023 07:00;08.08.2023 08:00;14.32;0.01432;0.0170408
08.08.2023 08:00;08.08.2023 09:00;-0.09;-0.00009;-0.0001071
08.08.2023 09:00;08.08.2023 10:00;-2.7;-0.0027;-0.003213
08.08.2023 10:00;08.08.2023 11:00;-6.77;-0.00677;-0.0080563
08.08.2023 11:00;08.08.2023 12:00;-13.18;-0.01318;-0.0156842
08.08.2023 12:00;08.08.2023 13:00;-15.73;-0.01573;-0.0187187
08.08.2023 13:00;08.08.2023 14:00;-20.09;-0.02009;-0.0239071
08.08.2023 14:00;08.08.2023 15:00;-21.77;-0.02177;-0.0259063
08.08.2023 15:00;08.08.2023 16:00;-16.1;-0.0161;-0.019159
08.08.2023 16:00;08.08.2023 17:00;-8.9;-0.0089;-0.010591
08.08.2023 17:00;08.08.2023 18:00;-0.82;-0.00082;-0.0009758
08.08.2023 18:00;08.08.2023 19:00;1.07;0.00107;0.0012733
08.08.2023 19:00;08.08.2023 20:00;87.59;0.08759;0.1042321
08.08.2023 20:00;08.08.2023 21:00;83.96;0.08396;0.0999124
08.08.2023 21:00;08.08.2023 22:00;89.18;0.08918;0.1061242
08.08.2023 22:00;08.08.2023 23:00;87.59;0.08759;0.1042321
08.08.2023 23:00;09.08.2023 00:00;59.98;0.05998;0.0713762
09.08.2023 00:00;09.08.2023 01:00;79.9;0.0799;0.095081
09.08.2023 01:00;09.08.2023 02:00;72.16;0.07216;0.0858704
09.08.2023 02:00;09.08.2023 03:00;70.03;0.07003;0.0833357
09.08.2023 03:00;09.08.2023 04:00;67.81;0.06781;0.0806939
09.08.2023 04:00;09.08.2023 05:00;74.12;0.07412;0.0882028
09.08.2023 05:00;09.08.2023 06:00;83.95;0.08395;0.0999005
09.08.2023 06:00;09.08.2023 07:00;98.16;0.09816;0.1168104
09.08.2023 07:00;09.08.2023 08:00;105.7;0.1057;0.125783
09.08.2023 08:00;09.08.2023 09:00;106.44;0.10644;0.1266636
09.08.2023 09:00;09.08.2023 10:00;99.65;0.09965;0.1185835
09.08.2023 10:00;09.08.2023 11:00;88.97;0.08897;0.1058743
09.08.2023 11:00;09.08.2023 12:00;81.65;0.08165;0.0971635
09.08.2023 12:00;09.08.2023 13:00;62.62;0.06262;0.0745178
09.08.2023 13:00;09.08.2023 14:00;61.51;0.06151;0.0731969
09.08.2023 14:00;09.08.2023 15:00;42.02;0.04202;0.0500038
09.08.2023 15:00;09.08.2023 16:00;57.49;0.05749;0.0684131
09.08.2023 16:00;09.08.2023 17:00;67.7;0.0677;0.080563
09.08.2023 17:00;09.08.2023 18:00;88;0.088;0.10472
09.08.2023 18:00;09.08.2023 19:00;99.45;0.09945;0.1183455
09.08.2023 19:00;09.08.2023 20:00;118.91;0.11891;0.1415029
09.08.2023 20:00;09.08.2023 21:00;139.08;0.13908;0.1655052
09.08.2023 21:00;09.08.2023 22:00;131.62;0.13162;0.1566278
09.08.2023 22:00;09.08.2023 23:00;122.47;0.12247;0.1457393
09.08.2023 23:00;10.08.2023 00:00;100.96;0.10096;0.1201424
10.08.2023 00:00;10.08.2023 01:00;96.27;0.09627;0.1145613
10.08.2023 01:00;10.08.2023 02:00;91.99;0.09199;0.1094681
10.08.2023 02:00;10.08.2023 03:00;89.15;0.08915;0.1060885
10.08.2023 03:00;10.08.2023 04:00;79.98;0.07998;0.0951762
10.08.2023 04:00;10.08.2023 05:00;88.82;0.08882;0.1056958
10.08.2023 05:00;10.08.2023 06:00;93;0.093;0.11067
10.08.2023 06:00;10.08.2023 07:00;134.27;0.13427;0.1597813
10.08.2023 07:00;10.08.2023 08:00;192.61;0.19261;0.2292059
10.08.2023 08:00;10.08.2023 09:00;110.21;0.11021;0.1311499
10.08.2023 09:00;10.08.2023 10:00;96.9;0.0969;0.115311
10.08.2023 10:00;10.08.2023 11:00;82.19;0.08219;0.0978061
10.08.2023 11:00;10.08.2023 12:00;67.04;0.06704;0.0797776
10.08.2023 12:00;10.08.2023 13:00;67.05;0.06705;0.0797895
10.08.2023 13:00;10.08.2023 14:00;39.07;0.03907;0.0464933
10.08.2023 14:00;10.08.2023 15:00;44.92;0.04492;0.0534548
10.08.2023 15:00;10.08.2023 16:00;65.57;0.06557;0.0780283
10.08.2023 16:00;10.08.2023 17:00;80.01;0.08001;0.0952119
10.08.2023 17:00;10.08.2023 18:00;93.38;0.09338;0.1111222
10.08.2023 18:00;10.08.2023 19:00;102.88;0.10288;0.1224272
10.08.2023 19:00;10.08.2023 20:00;171.76;0.17176;0.2043944
10.08.2023 20:00;10.08.2023 21:00;203.8;0.2038;0.242522
10.08.2023 21:00;10.08.2023 22:00;144.49;0.14449;0.1719431
10.08.2023 22:00;10.08.2023 23:00;115.49;0.11549;0.1374331
10.08.2023 23:00;11.08.2023 00:00;101.29;0.10129;0.1205351
11.08.2023 00:00;11.08.2023 01:00;111.31;0.11131;0.1324589
11.08.2023 01:00;11.08.2023 02:00;106.39;0.10639;0.1266041
11.08.2023 02:00;11.08.2023 03:00;104.77;0.10477;0.1246763
11.08.2023 03:00;11.08.2023 04:00;99.75;0.09975;0.1187025
11.08.2023 04:00;11.08.2023 05:00;102.29;0.10229;0.1217251
11.08.2023 05:00;11.08.2023 06:00;106.8;0.1068;0.127092
11.08.2023 06:00;11.08.2023 07:00;143.29;0.14329;0.1705151
11.08.2023 07:00;11.08.2023 08:00;143.29;0.14329;0.1705151
11.08.2023 08:00;11.08.2023 09:00;115.07;0.11507;0.1369333
11.08.2023 09:00;11.08.2023 10:00;100.2;0.1002;0.119238
11.08.2023 10:00;11.08.2023 11:00;84.51;0.08451;0.1005669
11.08.2023 11:00;11.08.2023 12:00;73.69;0.07369;0.0876911
11.08.2023 12:00;11.08.2023 13:00;41.42;0.04142;0.0492898
11.08.2023 13:00;11.08.2023 14:00;30.19;0.03019;0.0359261
11.08.2023 14:00;11.08.2023 15:00;32.21;0.03221;0.0383299
11.08.2023 15:00;11.08.2023 16:00;58.01;0.05801;0.0690319
11.08.2023 16:00;11.08.2023 17:00;84.58;0.08458;0.1006502
11.08.2023 17:00;11.08.2023 18:00;97.98;0.09798;0.1165962
11.08.2023 18:00;11.08.2023 19:00;112.78;0.11278;0.1342082
11.08.2023 19:00;11.08.2023 20:00;140.81;0.14081;0.1675639
11.08.2023 20:00;11.08.2023 21:00;166.66;0.16666;0.1983254
11.08.2023 21:00;11.08.2023 22:00;133;0.133;0.15827
11.08.2023 22:00;11.08.2023 23:00;117.88;0.11788;0.1402772
11.08.2023 23:00;12.08.2023 00:00;103.78;0.10378;0.1234982
